평균 심박수,93
0.078118,
-0.021663,
-0.084428,
-0.128279,
-0.129432,
-0.151951,
-0.166451,
-0.176051,
-0.183382,
-0.190151,
-0.197166,
-0.204593,
-0.212185,
-0.219453,
-0.225922,
-0.231388,
-0.235948,
-0.239763,
-0.242894,
-0.245339,
-0.247056,
-0.247877,
-0.247539,
-0.245856,
-0.24287,
-0.238874,
-0.234366,
-0.230055,
-0.226763,
-0.225181,
-0.225628,
-0.22782,
-0.230271,
-0.232795,
-0.234074,
-0.233034,
-0.229201,
-0.222741,
-0.214344,
-0.205011,
-0.195771,
-0.187394,
-0.180244,
-0.174306,
-0.169292,
-0.164784,
-0.160459,
-0.156308,
-0.152649,
-0.149895,
-0.148271,
-0.147685,
-0.14777,
-0.148013,
-0.147908,
-0.147055,
-0.145188,
-0.142191,
-0.138112,
-0.133116,
-0.127403,
-0.121194,
-0.114769,
-0.108482,
-0.102741,
-0.097949,
-0.094379,
-0.092019,
-0.090539,
-0.089468,
-0.088383,
-0.086921,
-0.084703,
-0.0813,
-0.076237,
-0.069078,
-0.059577,
-0.04785,
-0.034469,
-0.020368,
-0.006676,
0.005516,
0.015442,
0.022925,
0.028508,
0.033299,
0.038546,
0.045135,
0.053291,
0.062615,
0.072388,
0.08191,
0.090738,
0.098777,
0.106215,
0.11334,
0.120338,
0.127163,
0.133491,
0.13876,
0.142328,
0.143756,
0.14307,
0.140815,
0.13785,
0.135015,
0.132882,
0.131632,
0.131038,
0.130526,
0.129351,
0.126834,
0.122517,
0.116198,
0.107946,
0.098058,
0.086932,
0.074956,
0.062541,
0.05024,
0.038819,
0.029131,
0.021905,
0.01755,
0.015989,
0.016568,
0.018172,
0.019538,
0.019588,
0.017675,
0.013673,
0.007959,
0.001291,
-0.005385,
-0.011161,
-0.015344,
-0.017549,
-0.017739,
-0.016203,
-0.013429,
-0.009927,
-0.006153,
-0.00256,
-0.000495,
0.000617,
0.000913,
0.000864,
0.001019,
0.00172,
0.003036,
0.004818,
0.006822,
0.00893,
0.011273,
0.014101,
0.017581,
0.021721,
0.026462,
0.031666,
0.036997,
0.041941,
0.04603,
0.049042,
0.051058,
0.051959,
0.051486,
0.050658,
0.049216,
0.046844,
0.043535,
0.03979,
0.036509,
0.034682,
0.035061,
0.038009,
0.043494,
0.051059,
0.059844,
0.068807,
0.077037,
0.083976,
0.08939,
0.093239,
0.095617,
0.096628,
0.096249,
0.09439,
0.091181,
0.087203,
0.083429,
0.080918,
0.080553,
0.08288,
0.087958,
0.0953,
0.103982,
0.112888,
0.12093,
0.127239,
0.131361,
0.133381,
0.133819,
0.133356,
0.132578,
0.13183,
0.131209,
0.130681,
0.130207,
0.129798,
0.129464,
0.129174,
0.128929,
0.128848,
0.129083,
0.129661,
0.130422,
0.131096,
0.131445,
0.131335,
0.130744,
0.12976,
0.128551,
0.127264,
0.125939,
0.124469,
0.122669,
0.120419,
0.117735,
0.114784,
0.111901,
0.109541,
0.10812,
0.1078,
0.108396,
0.109545,
0.110919,
0.112263,
0.113344,
0.113988,
0.114116,
0.11364,
0.112297,
0.10983,
0.106408,
0.102766,
0.09993,
0.098891,
0.10044,
0.104948,
0.112079,
0.12076,
0.129546,
0.137035,
0.142098,
0.144088,
0.143094,
0.139938,
0.135831,
0.131977,
0.129348,
0.128563,
0.129792,
0.132708,
0.136583,
0.140437,
0.143244,
0.144224,
0.14303,
0.139718,
0.134638,
0.128332,
0.121396,
0.114285,
0.107194,
0.100105,
0.09291,
0.08546,
0.077593,
0.069219,
0.060395,
0.051345,
0.042467,
0.03435,
0.027702,
0.023137,
0.020954,
0.021027,
0.022851,
0.025643,
0.028507,
0.030731,
0.032033,
0.032541,
0.032585,
0.032521,
0.032611,
0.032917,
0.033293,
0.0336,
0.033932,
0.034653,
0.036267,
0.039384,
0.044729,
0.053016,
0.064728,
0.08011,
0.099422,
0.123158,
0.152147,
0.187646,
0.23126,
0.284454,
0.347816,
0.420333,
0.49884,
0.577853,
0.680612,
0.795583,
0.86226,
0.87916,
0.840722,
0.726857,
0.603269,
0.519555,
0.432888,
0.314943,
0.240629,
0.189281,
0.187812,
0.161664,
0.145857,
0.136868,
0.131437,
0.127075,
0.122241,
0.116243,
0.109029,
0.100957,
0.092543,
0.084275,
0.076525,
0.069547,
0.063494,
0.058423,
0.054344,
0.051295,
0.049299,
0.048256,
0.04794,
0.048078,
0.04841,
0.0487,
0.048759,
0.048496,
0.04795,
0.047259,
0.046637,
0.046299,
0.046329,
0.046676,
0.047239,
0.048018,
0.049129,
0.050653,
0.052537,
0.054582,
0.056464,
0.057852,
0.058564,
0.058734,
0.058889,
0.059827,
0.062367,
0.067067,
0.074009,
0.082682,
0.09204,
0.100798,
0.107864,
0.112589,
0.114835,
0.114994,
0.113894,
0.112513,
0.111602,
0.111496,
0.112235,
0.113765,
0.115988,
0.11875,
0.121873,
0.12515,
0.128321,
0.131178,
0.133775,
0.13646,
0.139674,
0.143795,
0.14914,
0.15592,
0.164069,
0.173199,
0.182773,
0.1923,
0.201379,
0.209681,
0.217015,
0.223366,
0.228802,
0.233434,
0.237473,
0.2412,
0.244817,
0.248378,
0.251864,
0.255228,
0.258356,
0.261124,
0.263551,
0.265869,
0.26839,
0.271392,
0.275085,
0.279582,
0.284818,
0.290499,
0.296141,
0.301195,
0.305172,
0.307771,
0.308917,
0.308655,
0.306997,
0.303871,
0.299172,
0.292921,
0.285339,
0.27679,
0.267733,
0.258717,
0.250334,
0.243082,
0.237145,
0.232264,
0.227798,
0.222892,
0.216713,
0.208759,
0.199044,
0.187963,
0.176027,
0.163757,
0.151675,
0.140221,
0.129681,
0.120228,
0.111983,
0.105006,
0.099278,
0.094673,
0.090936,
0.087684,
0.084461,
0.080859,
0.076628,
0.071697,
0.066149,
0.060229,
0.054269,
0.048509,
0.043029,
0.037905,
0.033343,
0.02964,
0.027082,
0.025904,
0.026241,
0.028022,
0.030852,
0.034079,
0.037013,
0.039057,
0.039693,
0.038538,
0.035528,
0.030961,
0.025316,
0.019068,
0.012658,
0.006551,
0.001264,
-0.002681,
-0.004896,
-0.005301,
-0.004207,
-0.002271,
-0.000343,
0.000757,
0.000457,
-0.001458,
-0.004862,
-0.009356,
-0.014384,
-0.019402,
-0.024024,
-0.028059,
-0.031408,
-0.033922,
-0.035384,
-0.035667,
-0.034878,
-0.033371,
-0.031678,
-0.030362,
-0.029773,
-0.029914,
-0.030511,
-0.031205,
-0.031682,
-0.031796,
-0.031664,
-0.031629,
-0.032057,
-0.033098,
-0.034624,
-0.036338,
-0.037897,
-0.039059,
-0.039871,
-0.040713,
-0.042004,
-0.043885,
-0.046195,
-0.048639,
-0.050888,
-0.052678,
-0.053944,
-0.054819,
-0.055437,
-0.05575,
-0.055662,
-0.055236,
-0.054673,
-0.054118,
-0.053675,
-0.053579,
-0.054183,
-0.05569,
-0.058007,
-0.060846,
-0.063844,
-0.066645,
-0.069024,
-0.070955,
-0.072478,
-0.073551,
-0.074172,
-0.074578,
-0.075164,
-0.076224,
-0.07782,
-0.079801,
-0.081826,
-0.083424,
-0.08418,
-0.083912,
-0.082636,
-0.080512,
-0.077947,
-0.075608,
-0.074059,
-0.073341,
-0.072953,
-0.072228,
-0.070652,
-0.067908,
-0.063908,
-0.058865,
-0.053223,
-0.047506,
-0.042238,
-0.037908,
-0.034863,
-0.033134,
-0.032413,
-0.032281,
-0.032435,
-0.032751,
-0.033177,
-0.033627,
-0.033991,
-0.034204,
-0.034298,
-0.034414,
-0.034738,
-0.035885,
-0.038563,
-0.042082,
-0.046534,
-0.051873,
-0.057927,
-0.064403,
-0.07095,
-0.077262,
-0.083179,
-0.088741,
-0.094168,
-0.099719,
-0.105517,
-0.11155,
-0.11773,
-0.123888,
-0.129769,
-0.135097,
-0.139674,
-0.143371,
-0.146041,
-0.147554,
-0.147981,
-0.147648,
-0.146943,
-0.146169,
-0.145596,
-0.145529,
-0.146207,
-0.147645,
-0.149546,
-0.151293,
-0.151944,
-0.150328,
-0.145258,
-0.135798,
-0.121423,
-0.101949,
-0.077338,
-0.047471,
-0.011896,
0.030276,
0.08016,
0.138603,
0.205404,
0.278518,
0.353669,
0.424603,
0.529123,
0.625685,
0.655405,
0.638372,
0.57798,
0.465598,
0.360267,
0.280776,
0.202675,
0.099051,
0.039814,
0.026183,
-0.008729,
-0.033936,
-0.052035,
-0.065382,
-0.075707,
-0.08405,
-0.090856,
-0.096188,
-0.100055,
-0.102693,
-0.104652,
-0.106678,
-0.109517,
-0.113714,
-0.11946,
-0.126512,
-0.134241,
-0.14181,
-0.148406,
-0.153369,
-0.156192,
-0.156538,
-0.154339,
-0.149836,
-0.143495,
-0.135898,
-0.127723,
-0.119709,
-0.112514,
-0.106576,
-0.102088,
-0.099035,
-0.097126,
-0.095813,
-0.094555,
-0.093174,
-0.091899,
-0.09112,
-0.091087,
-0.091743,
-0.092688,
-0.093267,
-0.092733,
-0.090474,
-0.086241,
-0.080293,
-0.073358,
-0.066439,
-0.060572,
-0.056529,
-0.054578,
-0.054469,
-0.055606,
-0.057241,
-0.058529,
-0.058589,
-0.056721,
-0.052669,
-0.046644,
-0.039208,
-0.031121,
-0.023202,
-0.016126,
-0.010225,
-0.005395,
-0.00116,
0.003132,
0.008046,
0.013876,
0.02056,
0.02769,
0.034679,
0.041015,
0.04643,
0.050906,
0.054533,
0.057433,
0.05983,
0.062021,
0.064279,
0.06683,
0.069881,
0.073573,
0.07788,
0.082553,
0.087266,
0.091767,
0.09594,
0.099791,
0.103358,
0.106649,
0.109636,
0.112235,
0.114257,
0.11539,
0.11527,
0.113666,
0.110628,
0.106475,
0.101732,
0.097009,
0.092796,
0.089273,
0.086278,
0.083408,
0.080116,
0.075771,
0.069861,
0.062276,
0.053341,
0.043554,
0.033334,
0.022989,
0.012731,
0.002599,
-0.007578,
-0.017966,
-0.028537,
-0.039095,
-0.049358,
-0.058976,
-0.067554,
-0.074637,
-0.08066,
-0.086082,
-0.091456,
-0.097259,
-0.103875,
-0.111581,
-0.120436,
-0.130134,
-0.140028,
-0.149363,
-0.157547,
-0.164277,
-0.169513,
-0.173446,
-0.176476,
-0.179074,
-0.181582,
-0.184164,
-0.186863,
-0.189572,
-0.191986,
-0.193711,
-0.194438,
-0.194021,
-0.192434,
-0.18972,
-0.18604,
-0.181752,
-0.177401,
-0.173623,
-0.170983,
-0.1698,
-0.170065,
-0.17152,
-0.173754,
-0.176268,
-0.17856,
-0.180301,
-0.181432,
-0.182072,
-0.18238,
-0.182521,
-0.182614,
-0.182631,
-0.182368,
-0.181571,
-0.180109,
-0.178014,
-0.175423,
-0.172583,
-0.169884,
-0.1678,
-0.166794,
-0.167178,
-0.169028,
-0.172148,
-0.176092,
-0.18018,
-0.183565,
-0.185433,
-0.185317,
-0.183246,
-0.179688,
-0.175405,
-0.171286,
-0.16811,
-0.166284,
-0.165739,
-0.166146,
-0.167247,
-0.168938,
-0.171148,
-0.173821,
-0.176956,
-0.180524,
-0.184363,
-0.188227,
-0.191911,
-0.19526,
-0.198065,
-0.200066,
-0.201072,
-0.200983,
-0.199744,
-0.197339,
-0.19387,
-0.189611,
-0.184946,
-0.1803,
-0.176049,
-0.172389,
-0.169332,
-0.166849,
-0.164966,
-0.163795,
-0.163501,
-0.1642,
-0.165789,
-0.167853,
-0.169783,
-0.171008,
-0.171114,
-0.16988,
-0.167292,
-0.163569,
-0.159167,
-0.154746,
-0.15102,
-0.148517,
-0.147365,
-0.147472,
-0.148062,
-0.148395,
-0.147925,
-0.146383,
-0.14384,
-0.140674,
-0.137474,
-0.13533,
-0.134637,
-0.135288,
-0.136873,
-0.138651,
-0.139923,
-0.140296,
-0.139712,
-0.138261,
-0.135966,
-0.13269,
-0.128211,
-0.122386,
-0.11528,
-0.107226,
-0.09876,
-0.090578,
-0.083527,
-0.078483,
-0.076094,
-0.076514,
-0.079273,
-0.083422,
-0.087889,
-0.09187,
-0.095061,
-0.09767,
-0.100258,
-0.103487,
-0.10796,
-0.11417,
-0.122365,
-0.132361,
-0.143499,
-0.154814,
-0.165352,
-0.174434,
-0.181667,
-0.186805,
-0.189633,
-0.190041,
-0.188237,
-0.184826,
-0.180681,
-0.176691,
-0.173554,
-0.171712,
-0.171377,
-0.172539,
-0.174932,
-0.178032,
-0.181136,
-0.183534,
-0.184607,
-0.183927,
-0.181256,
-0.176459,
-0.169403,
-0.160029,
-0.148445,
-0.134828,
-0.119148,
-0.100985,
-0.079517,
-0.05347,
-0.021109,
0.019482,
0.069767,
0.130027,
0.198719,
0.272016,
0.343837,
0.444828,
0.54949,
0.594561,
0.589871,
0.535767,
0.422242,
0.309935,
0.229065,
0.148307,
0.039498,
-0.023329,
-0.066297,
-0.069585,
-0.093038,
-0.108142,
-0.117835,
-0.124467,
-0.129507,
-0.133662,
-0.137179,
-0.140076,
-0.142286,
-0.143809,
-0.144862,
-0.145902,
-0.147447,
-0.149843,
-0.153192,
-0.157385,
-0.162054,
-0.166552,
-0.170062,
-0.171821,
-0.171315,
-0.168386,
-0.163333,
-0.156876,
-0.149899,
-0.143142,
-0.137097,
-0.132109,
-0.128391,
-0.125922,
-0.124386,
-0.123309,
-0.12225,
-0.120931,
-0.119269,
-0.117314,
-0.115141,
-0.1128,
-0.110396,
-0.108137,
-0.106278,
-0.104977,
-0.10415,
-0.103409,
-0.102217,
-0.100101,
-0.096772,
-0.092157,
-0.086388,
-0.079804,
-0.072924,
-0.066364,
-0.060694,
-0.056356,
-0.053641,
-0.052625,
-0.053048,
-0.054263,
-0.055283,
-0.054887,
-0.05181,
-0.045083,
-0.034405,
-0.020316,
-0.004108,
0.012461,
0.027562,
0.039739,
0.048341,
0.053664,
0.056667,
0.058529,
0.060316,
0.062766,
0.066214,
0.070678,
0.076032,
0.082115,
0.088724,
0.095641,
0.102638,
0.109446,
0.115736,
0.121236,
0.125904,
0.129964,
0.133747,
0.137486,
0.141264,
0.145024,
0.148541,
0.151465,
0.153507,
0.154564,
0.154683,
0.153942,
0.152415,
0.150215,
0.147517,
0.14449,
0.141261,
0.138008,
0.134989,
0.132383,
0.130089,
0.127711,
0.124719,
0.120585,
0.11481,
0.106936,
0.096686,
0.084134,
0.069748,
0.054297,
0.03878,
0.024286,
0.011737,
0.001638,
-0.005957,
-0.011374,
-0.015274,
-0.018609,
-0.022072,
-0.026637,
-0.03256,
-0.039511,
-0.046854,
-0.053914,
-0.060212,
-0.065599,
-0.070188,
-0.07423,
-0.078005,
-0.081699,
-0.085317,
-0.088675,
-0.091506,
-0.093589,
-0.094856,
-0.095475,
-0.095845,
-0.096433,
-0.097542,
-0.099186,
-0.101139,
-0.103076,
-0.104659,
-0.105579,
-0.105577,
-0.104459,
-0.102121,
-0.098678,
-0.094513,
-0.090155,
-0.08612,
-0.08283,
-0.080575,
-0.079464,
-0.07943,
-0.080302,
-0.081829,
-0.083612,
-0.085151,
-0.086008,
-0.085952,
-0.084924,
-0.082943,
-0.080122,
-0.076757,
-0.073319,
-0.07037,
-0.068441,
-0.067896,
-0.068792,
-0.070848,
-0.073553,
-0.076316,
-0.078611,
-0.080094,
-0.080657,
-0.080391,
-0.079512,
-0.078315,
-0.07714,
-0.076337,
-0.076166,
-0.076694,
-0.077779,
-0.07912,
-0.080274,
-0.080746,
-0.080158,
-0.078388,
-0.075595,
-0.072179,
-0.068703,
-0.065753,
-0.063723,
-0.062647,
-0.06219,
-0.061797,
-0.060927,
-0.059306,
-0.057118,
-0.05497,
-0.053613,
-0.053618,
-0.055185,
-0.058053,
-0.061569,
-0.064843,
-0.066973,
-0.067248,
-0.065326,
-0.061319,
-0.055783,
-0.049564,
-0.043602,
-0.038749,
-0.035583,
-0.034297,
-0.034666,
-0.036139,
-0.038003,
-0.039567,
-0.040315,
-0.040033,
-0.038851,
-0.037159,
-0.035448,
-0.034132,
-0.033386,
-0.032982,
-0.032261,
-0.030355,
-0.026531,
-0.020473,
-0.012418,
-0.003116,
0.0063,
0.014578,
0.020738,
0.024379,
0.025733,
0.025538,
0.024821,
0.024566,
0.025319,
0.026971,
0.028904,
0.030326,
0.030591,
0.029346,
0.026604,
0.022781,
0.018558,
0.014531,
0.010955,
0.007746,
0.004552,
0.000789,
-0.004157,
-0.010562,
-0.018082,
-0.025812,
-0.032581,
-0.037291,
-0.039239,
-0.038363,
-0.035338,
-0.031353,
-0.027687,
-0.025296,
-0.024578,
-0.025303,
-0.026738,
-0.027984,
-0.028342,
-0.027565,
-0.025891,
-0.023876,
-0.022109,
-0.020924,
-0.020141,
-0.018964,
-0.016131,
-0.010284,
-0.000279,
0.014647,
0.034786,
0.060011,
0.09014,
0.125412,
0.166633,
0.214896,
0.271042,
0.334977,
0.404855,
0.476592,
0.544078,
0.645095,
0.74167,
0.766053,
0.743148,
0.680295,
0.567735,
0.46055,
0.37914,
0.29984,
0.19335,
0.133716,
0.094836,
0.100451,
0.082892,
0.073138,
0.067798,
0.064272,
0.061014,
0.057453,
0.053719,
0.050329,
0.047871,
0.046666,
0.046525,
0.046845,
0.046978,
0.046557,
0.045558,
0.044182,
0.042741,
0.041549,
0.040787,
0.040408,
0.040189,
0.039861,
0.039198,
0.038083,
0.036581,
0.034963,
0.033642,
0.03306,
0.033567,
0.035314,
0.038273,
0.042333,
0.047329,
0.05299,
0.058969,
0.064907,
0.070474,
0.075384,
0.079445,
0.082603,
0.084915,
0.08648,
0.087392,
0.087758,
0.087751,
0.087648,
0.087786,
0.088509,
0.090132,
0.092876,
0.096748,
0.101464,
0.106507,
0.111313,
0.115422,
0.118562,
0.120733,
0.122254,
0.123619,
0.125252,
0.127398,
0.13015,
0.133453,
0.137132,
0.141056,
0.145259,
0.14987,
0.154983,
0.160667,
0.166967,
0.173809,
0.180933,
0.187948,
0.19447,
0.200255,
0.205283,
0.209804,
0.214293,
0.219294,
0.22523,
0.232254,
0.240177,
0.248493,
0.256502,
0.263506,
0.268945,
0.272517,
0.274277,
0.274615,
0.274106,
0.273366,
0.272895,
0.272912,
0.273274,
0.273609,
0.273526,
0.272706,
0.27097,
0.268345,
0.265051,
0.261342,
0.257349,
0.253054,
0.248325,
0.242891,
0.236413,
0.228685,
0.21974,
0.209769,
0.199028,
0.187823,
0.176468,
0.165186,
0.154101,
0.143286,
0.132761,
0.122459,
0.112286,
0.102235,
0.09243,
0.083072,
0.074395,
0.066691,
0.060255,
0.055165,
0.051175,
0.047825,
0.044613,
0.041065,
0.036779,
0.031548,
0.025464,
0.018849,
0.01211,
0.005663,
-0.000107,
-0.004951,
-0.008794,
-0.011641,
-0.013482,
-0.014338,
-0.014317,
-0.013581,
-0.01232,
-0.010788,
-0.009249,
-0.007906,
-0.006898,
-0.006348,
-0.006341,
-0.006803,
-0.00747,
-0.008027,
-0.008267,
-0.008132,
-0.007707,
-0.007179,
-0.006773,
-0.006637,
-0.006755,
-0.006974,
-0.007065,
-0.006818,
-0.006139,
-0.005126,
-0.004016,
-0.003105,
-0.002617,
-0.002575,
-0.002756,
-0.00278,
-0.00227,
-0.001004,
0.000977,
0.003319,
0.005425,
0.006646,
0.006531,
0.005019,
0.002473,
-0.00039,
-0.002685,
-0.00363,
-0.002829,
-0.000399,
0.003079,
0.006679,
0.009312,
0.010039,
0.008399,
0.004584,
-0.000653,
-0.00629,
-0.011377,
-0.015309,
-0.017945,
-0.019542,
-0.020505,
-0.021113,
-0.021388,
-0.021181,
-0.020371,
-0.019072,
-0.017709,
-0.016921,
-0.017324,
-0.019251,
-0.022604,
-0.026831,
-0.031071,
-0.034461,
-0.036463,
-0.037045,
-0.036665,
-0.036049,
-0.035879,
-0.036529,
-0.037973,
-0.039831,
-0.041432,
-0.041896,
-0.040423,
-0.036728,
-0.031221,
-0.024885,
-0.018982,
-0.014794,
-0.013294,
-0.014868,
-0.019311,
-0.026038,
-0.034181,
-0.042621,
-0.050162,
-0.055869,
-0.059277,
-0.06033,
-0.059269,
-0.056627,
-0.053207,
-0.049929,
-0.047606,
-0.046682,
-0.047003,
-0.047803,
-0.048012,
-0.046738,
-0.043622,
-0.038987,
-0.03376,
-0.029169,
-0.02633,
-0.025898,
-0.027902,
-0.03174,
-0.036344,
-0.040463,
-0.042999,
-0.043289,
-0.041249,
-0.037368,
-0.032571,
-0.028022,
-0.024886,
-0.024111,
-0.026244,
-0.031315,
-0.038839,
-0.047963,
-0.057728,
-0.067302,
-0.076035,
-0.083384,
-0.088918,
-0.092431,
-0.094026,
-0.094055,
-0.093126,
-0.092125,
-0.091993,
-0.093367,
-0.096418,
-0.100929,
-0.10638,
-0.111944,
-0.116591,
-0.119462,
-0.120222,
-0.119089,
-0.116707,
-0.113992,
-0.111847,
-0.110723,
-0.110313,
-0.109667,
-0.10749,
-0.102379,
-0.093052,
-0.078626,
-0.058829,
-0.033936,
-0.004366,
0.029793,
0.069036,
0.114386,
0.16704,
0.227695,
0.29565,
0.368078,
0.439932,
0.534822,
0.606038,
0.693232,
0.705898,
0.667193,
0.560227,
0.445613,
0.366893,
0.285722,
0.176,
0.106462,
0.058315,
0.054463,
0.027518,
0.009037,
-0.004059,
-0.01424,
-0.023026,
-0.031035,
-0.038285,
-0.04463,
-0.050117,
-0.055094,
-0.060052,
-0.065408,
-0.071353,
-0.077756,
-0.084136,
-0.08978,
-0.093934,
-0.096025,
-0.09582,
-0.09349,
-0.089546,
-0.084537,
-0.079416,
-0.074841,
-0.071219,
-0.068775,
-0.067616,
-0.067742,
-0.06902,
-0.071145,
-0.073591,
-0.075708,
-0.076889,
-0.076685,
-0.074866,
-0.071493,
-0.066944,
-0.061816,
-0.056719,
-0.052131,
-0.048342,
-0.045381,
-0.042925,
-0.040429,
-0.03746,
-0.033965,
-0.030259,
-0.026802,
-0.023936,
-0.021746,
-0.02006,
-0.018484,
-0.016506,
-0.013677,
-0.009769,
-0.004843,
0.00073,
0.00634,
0.011388,
0.015608,
0.019176,
0.022528,
0.026116,
0.030232,
0.034872,
0.039718,
0.044287,
0.048219,
0.051462,
0.054274,
0.057157,
0.060755,
0.065632,
0.07202,
0.079723,
0.088228,
0.096911,
0.105224,
0.112819,
0.119572,
0.125577,
0.131092,
0.136402,
0.141629,
0.146703,
0.151504,
0.155981,
0.160141,
0.164001,
0.167555,
0.170806,
0.173745,
0.176351,
0.178602,
0.180486,
0.181949,
0.182847,
0.182992,
0.182265,
0.180712,
0.178543,
0.175968,
0.173016,
0.16954,
0.165286,
0.159906,
0.153039,
0.144499,
0.134385,
0.123009,
0.110873,
0.09872,
0.087392,
0.077415,
0.068688,
0.060602,
0.052422,
0.043596,
0.033891,
0.023465,
0.012805,
0.002475,
-0.00708,
-0.015561,
-0.022811,
-0.028913,
-0.034191,
-0.039027,
-0.043676,
-0.048211,
-0.052561,
-0.056567,
-0.060062,
-0.062956,
-0.065247,
-0.067017,
-0.068454,
-0.069874,
-0.071675,
-0.074183,
-0.077464,
-0.081279,
-0.085166,
-0.088562,
-0.090866,
-0.091555,
-0.090399,
-0.087623,
-0.083829,
-0.079804,
-0.076304,
-0.073879,
-0.072722,
-0.072638,
-0.073251,
-0.074203,
-0.075223,
-0.076124,
-0.076875,
-0.077605,
-0.078495,
-0.079671,
-0.081147,
-0.082744,
-0.084059,
-0.08466,
-0.084367,
-0.083317,
-0.081826,
-0.080292,
-0.079145,
-0.078698,
-0.07901,
-0.079934,
-0.08125,
-0.082694,
-0.083974,
-0.084876,
-0.085348,
-0.085481,
-0.085381,
-0.085089,
-0.084575,
-0.083803,
-0.082879,
-0.082084,
-0.081758,
-0.082245,
-0.083876,
-0.086869,
-0.091146,
-0.096305,
-0.101781,
-0.107019,
-0.111505,
-0.114844,
-0.116911,
-0.117896,
-0.118184,
-0.118189,
-0.118252,
-0.118612,
-0.119373,
-0.120528,
-0.121985,
-0.123538,
-0.124901,
-0.125867,
-0.126386,
-0.126526,
-0.12644,
-0.126402,
-0.126741,
-0.127658,
-0.129116,
-0.130891,
-0.132644,
-0.13391,
-0.134181,
-0.133179,
-0.131069,
-0.128387,
-0.125782,
-0.123818,
-0.122889,
-0.123139,
-0.124396,
-0.12617,
-0.127765,
-0.128526,
-0.128084,
-0.126461,
-0.124069,
-0.121633,
-0.11993,
-0.119415,
-0.120012,
-0.121229,
-0.122454,
-0.123145,
-0.122842,
-0.1213,
-0.118711,
-0.115679,
-0.112871,
-0.110719,
-0.109367,
-0.108679,
-0.108253,
-0.107572,
-0.106249,
-0.104154,
-0.101344,
-0.097916,
-0.09401,
-0.089997,
-0.08649,
-0.084108,
-0.083247,
-0.083998,
-0.086115,
-0.088998,
-0.091745,
-0.093354,
-0.093033,
-0.090494,
-0.08615,
-0.081106,
-0.076876,
-0.074906,
-0.0761,
-0.080628,
-0.087939,
-0.096906,
-0.106197,
-0.114684,
-0.121664,
-0.126901,
-0.130611,
-0.133372,
-0.135879,
-0.138648,
-0.141914,
-0.145729,
-0.150012,
-0.154517,
-0.158832,
-0.162471,
-0.165002,
-0.166167,
-0.166003,
-0.164855,
-0.163278,
-0.161889,
-0.161188,
-0.161311,
-0.161946,
-0.162528,
-0.162496,
-0.161391,
-0.158856,
-0.154717,
-0.148993,
-0.14168,
-0.132483,
-0.120776,
-0.10575,
-0.086454,
-0.061731,
-0.03027,
0.009171,
0.05758,
0.115551,
0.18286,
0.257704,
0.336221,
0.41268,
0.515619,
0.618819,
0.672318,
0.678048,
0.636376,
0.528959,
0.413341,
0.332711,
0.249538,
0.139373,
0.067982,
0.016111,
0.003959,
-0.027676,
-0.050127,
-0.065639,
-0.075857,
-0.081867,
-0.084542,
-0.084724,
-0.083253,
-0.081005,
-0.078906,
-0.077745,
-0.077932,
-0.079475,
-0.082071,
-0.08514,
-0.087886,
-0.089545,
-0.089662,
-0.088172,
-0.085262,
-0.081274,
-0.076779,
-0.072599,
-0.069602,
-0.068433,
-0.069416,
-0.07249,
-0.077073,
-0.082021,
-0.085942,
-0.087692,
-0.086706,
-0.082994,
-0.077039,
-0.069718,
-0.062139,
-0.055315,
-0.049878,
-0.046025,
-0.043563,
-0.041996,
-0.040757,
-0.039503,
-0.038243,
-0.037189,
-0.03649,
-0.036065,
-0.035641,
-0.034849,
-0.033329,
-0.030825,
-0.027234,
-0.022566,
-0.016879,
-0.010288,
-0.003016,
0.004612,
0.012207,
0.019332,
0.025592,
0.030804,
0.035074,
0.038751,
0.042347,
0.046463,
0.051645,
0.058153,
0.065793,
0.073929,
0.081625,
0.087942,
0.092276,
0.094608,
0.095498,
0.095811,
0.096394,
0.097898,
0.10074,
0.105139,
0.111114,
0.118418,
0.126543,
0.134893,
0.143018,
0.150655,
0.157604,
0.16369,
0.168835,
0.173071,
0.176435,
0.178892,
0.180422,
0.181137,
0.181228,
0.180927,
0.180568,
0.180505,
0.180846,
0.181265,
0.181113,
0.179645,
0.176171,
0.170269,
0.162085,
0.152419,
0.142434,
0.133199,
0.125401,
0.1192,
0.114196,
0.109609,
0.104622,
0.098634,
0.091334,
0.082711,
0.073062,
0.062853,
0.052521,
0.042366,
0.032534,
0.023075,
0.014022,
0.005436,
-0.002638,
-0.010267,
-0.017608,
-0.024689,
-0.031303,
-0.037156,
-0.042014,
-0.045728,
-0.048204,
-0.049478,
-0.049812,
-0.04963,
-0.049357,
-0.049346,
-0.049861,
-0.051012,
-0.052733,
-0.054866,
-0.057349,
-0.06027,
-0.06374,
-0.067749,
-0.072122,
-0.076563,
-0.080736,
-0.084309,
-0.086953,
-0.088337,
-0.088186,
-0.086387,
-0.083059,
-0.078522,
-0.073232,
-0.067743,
-0.062654,
-0.05851,
-0.055653,
-0.054137,
-0.053747,
-0.054059,
-0.054561,
-0.054808,
-0.054606,
-0.054063,
-0.053496,
-0.053243,
-0.053569,
-0.054643,
-0.056512,
-0.059076,
-0.062164,
-0.065576,
-0.069031,
-0.072164,
-0.074671,
-0.076452,
-0.077559,
